Subject,Accelerometer axis,Signal length,Dimension,Delay,Permutation entropy,Complexity,Activity
1,attr_z,1024,3,1,0.8473037261305294,0.1258550751700393,climbingup
1,attr_z,1024,3,2,0.9498690459779986,0.04558270420914312,climbingup
1,attr_z,1024,3,3,0.971919235956396,0.026206867082147204,climbingup
1,attr_z,1024,4,1,0.7882826317712284,0.2016922184241139,climbingup
1,attr_z,1024,4,2,0.9171104799425601,0.09748386413216764,climbingup
1,attr_z,1024,4,3,0.9552872491710154,0.0542680540919944,climbingup
1,attr_z,1024,5,1,0.7925776506114839,0.23549915101303898,climbingup
1,attr_z,1024,5,2,0.9011128701504121,0.14878913633294416,climbingup
1,attr_z,1024,5,3,0.9291785679066619,0.11218856637541351,climbingup
1,attr_z,1024,6,1,0.8448882266459838,0.20342066583627552,climbingup
1,attr_z,1024,6,2,0.9312770571182365,0.11919041173990223,climbingup
1,attr_z,1024,6,3,0.9469444279359331,0.0988214159385986,climbingup
1,attr_x,1024,3,1,0.7592016264843974,0.18101108402185723,climbingdown
1,attr_x,1024,3,2,0.8976913155543543,0.08855461250378294,climbingdown
1,attr_x,1024,3,3,0.9577376956198044,0.039090048807372386,climbingdown
1,attr_x,1024,4,1,0.667368185038724,0.2630474362312073,climbingdown
1,attr_x,1024,4,2,0.8428594081490017,0.1717457650966908,climbingdown
1,attr_x,1024,4,3,0.926355997316905,0.09198692121057578,climbingdown
1,attr_x,1024,5,1,0.7072071088313024,0.26903551391952163,climbingdown
1,attr_x,1024,5,2,0.8382835395207637,0.2204917479189953,climbingdown
1,attr_x,1024,5,3,0.9196145489906824,0.12960055734604706,climbingdown
1,attr_x,1024,6,1,0.7696610557792162,0.24853950178002818,climbingdown
1,attr_x,1024,6,2,0.8988871576426676,0.16511080940668085,climbingdown
1,attr_x,1024,6,3,0.9500471148340449,0.09513777808495139,climbingdown
1,attr_y,1024,3,1,0.7831792817614378,0.1673540925754963,climbingdown
1,attr_y,1024,3,2,0.9224999274379979,0.06902157340973185,climbingdown
1,attr_y,1024,3,3,0.9696485365555245,0.028724633169999132,climbingdown
1,attr_y,1024,4,1,0.7137838374781776,0.24085860145539528,climbingdown
1,attr_y,1024,4,2,0.8752012915608748,0.14553217089478887,climbingdown
1,attr_y,1024,4,3,0.9502970374068069,0.0626848192126917,climbingdown
1,attr_y,1024,5,1,0.7349076659022465,0.2606549947174331,climbingdown
1,attr_y,1024,5,2,0.8783633982911976,0.1777806669769959,climbingdown
1,attr_y,1024,5,3,0.9347028790164931,0.10673415208528514,climbingdown
1,attr_y,1024,6,1,0.7920024112587727,0.24098066975338375,climbingdown
1,attr_y,1024,6,2,0.9243693779201569,0.13194527425017022,climbingdown
1,attr_y,1024,6,3,0.9523109314663406,0.09160212013134619,climbingdown
1,attr_z,1024,3,1,0.8616044302391809,0.11567855486022934,climbingdown
1,attr_z,1024,3,2,0.9719576427463359,0.02630165892728532,climbingdown
1,attr_z,1024,3,3,0.9947823456740106,0.005069329226008133,climbingdown
1,attr_z,1024,4,1,0.8035221534376067,0.20015103138910886,climbingdown
1,attr_z,1024,4,2,0.9551692955890237,0.05679730437829293,climbingdown
1,attr_z,1024,4,3,0.9900049846595238,0.013246927680449853,climbingdown
1,attr_z,1024,5,1,0.807535311914597,0.23415765405338335,climbingdown
1,attr_z,1024,5,2,0.9455413920450654,0.09137859827024748,climbingdown
1,attr_z,1024,5,3,0.9781923378845989,0.03954410745512763,climbingdown
1,attr_z,1024,6,1,0.8577881137323361,0.20481528341674562,climbingdown
1,attr_z,1024,6,2,0.9640013432742104,0.0722005157212133,climbingdown
1,attr_z,1024,6,3,0.9766426767964254,0.05017289929539894,climbingdown
1,attr_x,2048,3,1,0.8268083218934925,0.13958800498860496,walking
1,attr_x,2048,3,2,0.954291520094228,0.04221673654804833,walking
1,attr_x,2048,3,3,0.9881023913699415,0.011494265655126214,walking
1,attr_x,2048,4,1,0.7540413406898431,0.23220776815100397,walking
1,attr_x,2048,4,2,0.9203789632263012,0.09883915624036373,walking
1,attr_x,2048,4,3,0.9480939933619931,0.06884128567240619,walking
1,attr_x,2048,5,1,0.7617842777688134,0.2707324606839073,walking
1,attr_x,2048,5,2,0.8870572108312051,0.1754786164571596,walking
1,attr_x,2048,5,3,0.9032429238803072,0.16010774564318875,walking
1,attr_x,2048,6,1,0.8176487145476866,0.24642570823659235,walking
1,attr_x,2048,6,2,0.9006199183490567,0.1767504231768242,walking
1,attr_x,2048,6,3,0.9208531601228614,0.1508101730620234,walking
1,attr_y,2048,3,1,0.7636435841411037,0.17428208152092634,walking
1,attr_y,2048,3,2,0.8924826966199688,0.08793682371703562,walking
1,attr_y,2048,3,3,0.9323084531689283,0.05694899034951581,walking
1,attr_y,2048,4,1,0.6843675487429624,0.2555287025141303,walking
1,attr_y,2048,4,2,0.8268044748456281,0.18294219054227515,walking
1,attr_y,2048,4,3,0.8847083461719109,0.12037620638660328,walking
1,attr_y,2048,5,1,0.6987722044116987,0.2893476333011313,walking
1,attr_y,2048,5,2,0.8086322690852479,0.22891687463946217,walking
1,attr_y,2048,5,3,0.8600233702102601,0.188937135164343,walking
1,attr_y,2048,6,1,0.7577547072881318,0.27673871208011996,walking
1,attr_y,2048,6,2,0.8322650215123438,0.22857266276822077,walking
1,attr_y,2048,6,3,0.8859238555084401,0.18812338192575295,walking
1,attr_z,2048,3,1,0.8827188985950174,0.09940408047139389,walking
1,attr_z,2048,3,2,0.9769015452841107,0.021579693162623138,walking
1,attr_z,2048,3,3,0.9901144628593316,0.00957792429912801,walking
1,attr_z,2048,4,1,0.8245912845715088,0.18385134637036427,walking
1,attr_z,2048,4,2,0.9581776006240651,0.053220186533621976,walking
1,attr_z,2048,4,3,0.9714249400683861,0.03616426399942086,walking
1,attr_z,2048,5,1,0.8108808863234102,0.23897387956928834,walking
1,attr_z,2048,5,2,0.9368082509384391,0.10577601023442847,walking
1,attr_z,2048,5,3,0.937685878374229,0.10669740664660478,walking
1,attr_z,2048,6,1,0.8604322982178252,0.20995505192761613,walking
1,attr_z,2048,6,2,0.9422097114055775,0.11718488571174854,walking
1,attr_z,2048,6,3,0.9380707329407344,0.12480655982443495,walking
1,attr_x,2048,3,1,0.8919630681844956,0.09297779086913154,running
1,attr_x,2048,3,2,0.9767793976846926,0.022900357274443724,running
1,attr_x,2048,3,3,0.9939114785321871,0.0059589583447019435,running
1,attr_x,2048,4,1,0.8399098103632806,0.173784511409656,running
1,attr_x,2048,4,2,0.9678151827197057,0.041506635986459706,running
1,attr_x,2048,4,3,0.976049709405434,0.03024434524637677,running
1,attr_x,2048,5,1,0.8305110249859083,0.2268830652353972,running
1,attr_x,2048,5,2,0.9364238703763771,0.10485085476911102,running
1,attr_x,2048,5,3,0.94750364348875,0.08532088523700768,running
1,attr_x,2048,6,1,0.8766570183788642,0.19879339438734403,running
1,attr_x,2048,6,2,0.9270377579949848,0.13644079271976425,running
1,attr_x,2048,6,3,0.9362276899788363,0.12494064933694339,running
1,attr_y,2048,3,1,0.6445363986988477,0.2154410694027766,running
1,attr_y,2048,3,2,0.7536946327612009,0.1673419679301725,running
1,attr_y,2048,3,3,0.7710044084016243,0.16391161690028283,running
1,attr_y,2048,4,1,0.5883901425090748,0.2484175240395699,running
1,attr_y,2048,4,2,0.6867237854412652,0.2357334287150205,running
1,attr_y,2048,4,3,0.6927240499896282,0.25093283884057593,running
1,attr_y,2048,5,1,0.6018722223999292,0.26682787773333727,running
1,attr_y,2048,5,2,0.6914565070228605,0.26957040510043134,running
1,attr_y,2048,5,3,0.7262118425784575,0.2799893330719548,running
1,attr_y,2048,6,1,0.638192067246167,0.2680523577765503,running
1,attr_y,2048,6,2,0.7370724975347395,0.27411516592896057,running
1,attr_y,2048,6,3,0.7795127759964993,0.28372572191760775,running
1,attr_z,2048,3,1,0.9081282554962979,0.07935324635957965,running
1,attr_z,2048,3,2,0.9869671299945175,0.012288774464549405,running
1,attr_z,2048,3,3,0.9914741080227435,0.008352177738438969,running
1,attr_z,2048,4,1,0.8578834607906093,0.16255665291790236,running
1,attr_z,2048,4,2,0.9823801855286977,0.02202232598681056,running
1,attr_z,2048,4,3,0.9798581964984423,0.02653964506574492,running
1,attr_z,2048,5,1,0.8568550863006706,0.20531462836156933,running
1,attr_z,2048,5,2,0.9653148650587585,0.059070642714724446,running
1,attr_z,2048,5,3,0.9457853008821188,0.09192166208325432,running
1,attr_z,2048,6,1,0.8989968557200056,0.17535878232219743,running
1,attr_z,2048,6,2,0.9489718393002619,0.1044845291321498,running
1,attr_z,2048,6,3,0.9306989095601576,0.133693128938766,running
1,attr_x,2048,3,1,0.8189860947228048,0.14479042832963626,climbingup
1,attr_x,2048,3,2,0.9190783559689969,0.07141171323430363,climbingup
1,attr_x,2048,3,3,0.961565389921991,0.03560083247120363,climbingup
1,attr_x,2048,4,1,0.7442209671654435,0.2258886850513068,climbingup
1,attr_x,2048,4,2,0.8772631873104498,0.13464380877574447,climbingup
1,attr_x,2048,4,3,0.9342618355454138,0.07828836190373857,climbingup
1,attr_x,2048,5,1,0.7312303648149532,0.2729416393360912,climbingup
1,attr_x,2048,5,2,0.8556277799632156,0.19928217926693623,climbingup
1,attr_x,2048,5,3,0.9117999790524991,0.13581864062334376,climbingup
1,attr_x,2048,6,1,0.7773463750527011,0.26261090886377964,climbingup
1,attr_x,2048,6,2,0.8864215518427316,0.1870586632461156,climbingup
1,attr_x,2048,6,3,0.9199463787756162,0.15101926470379887,climbingup
1,attr_y,2048,3,1,0.7351987218343266,0.1925340400275997,climbingup
1,attr_y,2048,3,2,0.8531960584395412,0.1200611096916738,climbingup
1,attr_y,2048,3,3,0.9199907449779177,0.069200412501922,climbingup
1,attr_y,2048,4,1,0.6379523854497643,0.2643496757199452,climbingup
1,attr_y,2048,4,2,0.790793004172411,0.20541979611502054,climbingup
1,attr_y,2048,4,3,0.8802026366665275,0.12914793551335185,climbingup
1,attr_y,2048,5,1,0.6430049681040986,0.2917671808274701,climbingup
1,attr_y,2048,5,2,0.7918193559528989,0.2429620743589574,climbingup
1,attr_y,2048,5,3,0.8563071551233292,0.19610212032548627,climbingup
1,attr_y,2048,6,1,0.6874544815412377,0.29549037968063613,climbingup
1,attr_y,2048,6,2,0.8373408860214162,0.22235561643614313,climbingup
1,attr_y,2048,6,3,0.8797572662092127,0.1966112796244045,climbingup
1,attr_z,2048,3,1,0.8660470892677739,0.1118019343940389,climbingup
1,attr_z,2048,3,2,0.9622663580920849,0.03442188927634814,climbingup
1,attr_z,2048,3,3,0.9822762193957797,0.016782262734418706,climbingup
1,attr_z,2048,4,1,0.8049135453191245,0.19473396198355003,climbingup
1,attr_z,2048,4,2,0.9360893456533327,0.07745522717030356,climbingup
1,attr_z,2048,4,3,0.9709140158309244,0.035511749459288006,climbingup
1,attr_z,2048,5,1,0.7944521976584981,0.24722064874658933,climbingup
1,attr_z,2048,5,2,0.9181402685096939,0.13099193287100308,climbingup
1,attr_z,2048,5,3,0.9517295119397264,0.07858883927173595,climbingup
1,attr_z,2048,6,1,0.8382855595273381,0.2303729517159579,climbingup
1,attr_z,2048,6,2,0.9315073097401891,0.1294909280920807,climbingup
1,attr_z,2048,6,3,0.9432976173094948,0.11390147739310236,climbingup
1,attr_x,2048,3,1,0.762449676511695,0.17914990663771355,climbingdown
1,attr_x,2048,3,2,0.9078429619375616,0.08061831463623836,climbingdown
1,attr_x,2048,3,3,0.9638258175341552,0.03378925935995718,climbingdown
1,attr_x,2048,4,1,0.6702679555381806,0.26669180902871253,climbingdown
1,attr_x,2048,4,2,0.8545878858427005,0.16351550520682556,climbingdown
1,attr_x,2048,4,3,0.9364398758866775,0.0805386904468067,climbingdown
1,attr_x,2048,5,1,0.6925944135576684,0.28884699156870636,climbingdown
1,attr_x,2048,5,2,0.8387202899136748,0.22889830626788604,climbingdown
1,attr_x,2048,5,3,0.9248022902336749,0.12440704553707944,climbingdown
1,attr_x,2048,6,1,0.7451518366666232,0.28287609952782905,climbingdown
1,attr_x,2048,6,2,0.8892459717286443,0.1899861440748526,climbingdown
1,attr_x,2048,6,3,0.9389036092088971,0.1205071558870912,climbingdown
1,attr_y,2048,3,1,0.7998029651598575,0.15707532810471575,climbingdown
1,attr_y,2048,3,2,0.9250813626058496,0.06667618109036556,climbingdown
1,attr_y,2048,3,3,0.9735498369059851,0.024982135210420437,climbingdown
1,attr_y,2048,4,1,0.7194113784114874,0.24143077690354323,climbingdown
1,attr_y,2048,4,2,0.8794251367872092,0.1413437435862717,climbingdown
1,attr_y,2048,4,3,0.9577948706776506,0.05346064615174279,climbingdown
1,attr_y,2048,5,1,0.7212475949526818,0.2802337365519207,climbingdown
1,attr_y,2048,5,2,0.8728529634224474,0.1889937221342263,climbingdown
1,attr_y,2048,5,3,0.943296880844724,0.09434848319624324,climbingdown
1,attr_y,2048,6,1,0.7730946232818156,0.26980626859801426,climbingdown
1,attr_y,2048,6,2,0.9081619789586254,0.16472558525655503,climbingdown
1,attr_y,2048,6,3,0.9465404846218471,0.11011305056516622,climbingdown
1,attr_z,2048,3,1,0.8680111848717731,0.11101115463638489,climbingdown
1,attr_z,2048,3,2,0.9769491068224702,0.02180169851209547,climbingdown
1,attr_z,2048,3,3,0.9962176155492232,0.0037087424717086046,climbingdown
1,attr_z,2048,4,1,0.802631536008067,0.20470311839011546,climbingdown
1,attr_z,2048,4,2,0.9603678569279858,0.0511759631307429,climbingdown
1,attr_z,2048,4,3,0.9929529847939427,0.009238641441788945,climbingdown
1,attr_z,2048,5,1,0.802583331532199,0.24664173802085979,climbingdown
1,attr_z,2048,5,2,0.950571374024342,0.08521829805128511,climbingdown
1,attr_z,2048,5,3,0.9858423139244533,0.025161995739942537,climbingdown
1,attr_z,2048,6,1,0.8447810784903738,0.23064968951936637,climbingdown
1,attr_z,2048,6,2,0.9559234172451677,0.09470552465540909,climbingdown
1,attr_z,2048,6,3,0.9735298955850678,0.06050978371307702,climbingdown
1,attr_x,4096,3,1,0.8189863711680725,0.14476784408959023,walking
1,attr_x,4096,3,2,0.9552643559136133,0.04116383111720941,walking
1,attr_x,4096,3,3,0.9921588928575777,0.0075970618729796656,walking
1,attr_x,4096,4,1,0.743149075769554,0.2389710682682105,walking
1,attr_x,4096,4,2,0.9219331538705926,0.09713422088535197,walking
1,attr_x,4096,4,3,0.961952921523092,0.050986462836849565,walking
1,attr_x,4096,5,1,0.7360324237520905,0.29391342788126046,walking
1,attr_x,4096,5,2,0.8898202989044546,0.17493204302345272,walking
1,attr_x,4096,5,3,0.9236477689571576,0.1305237163403731,walking
1,attr_x,4096,6,1,0.7843956446051882,0.2862971078224682,walking
1,attr_x,4096,6,2,0.8954995991394843,0.19414442377708424,walking
1,attr_x,4096,6,3,0.9129923567941126,0.1717347561256767,walking
1,attr_y,4096,3,1,0.7486575477904106,0.18230437502961253,walking
1,attr_y,4096,3,2,0.8769173542045544,0.09945596588895594,walking
1,attr_y,4096,3,3,0.9222357116771046,0.06489849441469782,walking
1,attr_y,4096,4,1,0.6600448566750167,0.2622632129942782,walking
1,attr_y,4096,4,2,0.8076758376445724,0.19614203898766758,walking
1,attr_y,4096,4,3,0.8680197046471816,0.13675963574984729,walking
1,attr_y,4096,5,1,0.6599015676116597,0.30389885154704166,walking
1,attr_y,4096,5,2,0.7769790595156643,0.25885423369631194,walking
1,attr_y,4096,5,3,0.8376576543483955,0.21666174367208482,walking
1,attr_y,4096,6,1,0.7020722386534806,0.3126609039066449,walking
1,attr_y,4096,6,2,0.8013705260660559,0.2649175587166455,walking
1,attr_y,4096,6,3,0.8477163454736202,0.2428568206480254,walking
1,attr_z,4096,3,1,0.8771903195360056,0.10355686643832958,walking
1,attr_z,4096,3,2,0.979690926907153,0.0190528176521795,walking
1,attr_z,4096,3,3,0.9891576999746563,0.01080105130177086,walking
1,attr_z,4096,4,1,0.8179164890699628,0.19093800255648943,walking
1,attr_z,4096,4,2,0.9565272694094551,0.05580397143656154,walking
1,attr_z,4096,4,3,0.9728427643768061,0.03461829209192129,walking
1,attr_z,4096,5,1,0.798534356772625,0.2546528858879369,walking
1,attr_z,4096,5,2,0.9305730823421723,0.11692521806296717,walking
1,attr_z,4096,5,3,0.9416864143226115,0.10145679391742891,walking
1,attr_z,4096,6,1,0.8302578660820588,0.2573570042725101,walking
1,attr_z,4096,6,2,0.9288720672832075,0.1472236140136517,walking
1,attr_z,4096,6,3,0.9286425176627895,0.1488423367072809,walking
1,attr_x,4096,3,1,0.8960144115897057,0.089834467067245,running
1,attr_x,4096,3,2,0.9808464647405549,0.018809290577854923,running
1,attr_x,4096,3,3,0.9981524350481946,0.0018308451099027507,running
1,attr_x,4096,4,1,0.8459781826942802,0.1686690860249586,running
1,attr_x,4096,4,2,0.9731620565033315,0.03553411447221417,running
1,attr_x,4096,4,3,0.9848664508824896,0.019638117753374353,running
1,attr_x,4096,5,1,0.8267297891089803,0.23572244806297815,running
1,attr_x,4096,5,2,0.9502191775232143,0.08468930203332198,running
1,attr_x,4096,5,3,0.9606520776305703,0.0661682330277575,running
1,attr_x,4096,6,1,0.8607094483277401,0.2298981910265339,running
1,attr_x,4096,6,2,0.9313251376486381,0.13881242253814932,running
1,attr_x,4096,6,3,0.9373680371301837,0.12896676704647084,running
1,attr_y,4096,3,1,0.662036375903666,0.2099299089939575,running
1,attr_y,4096,3,2,0.752420407025499,0.16981313562205855,running
1,attr_y,4096,3,3,0.778006650229201,0.16235311205472727,running
1,attr_y,4096,4,1,0.5802060063284902,0.2572890889537753,running
1,attr_y,4096,4,2,0.6641360456250328,0.2506407190711208,running
1,attr_y,4096,4,3,0.7059037868862221,0.24459117282017556,running
1,attr_y,4096,5,1,0.5891142584655712,0.2785465334156104,running
1,attr_y,4096,5,2,0.6522570911433168,0.29880983157836544,running
1,attr_y,4096,5,3,0.7070213536864648,0.2990957323927408,running
1,attr_y,4096,6,1,0.6120584507542299,0.2899384930303742,running
1,attr_y,4096,6,2,0.6911802250118029,0.31562091860171476,running
1,attr_y,4096,6,3,0.7481707222435791,0.31553531985244354,running
1,attr_z,4096,3,1,0.9135601153031045,0.07474683682391942,running
1,attr_z,4096,3,2,0.987364784767554,0.01179002610514839,running
1,attr_z,4096,3,3,0.9934176746243856,0.006400800298269994,running
1,attr_z,4096,4,1,0.8681919921193155,0.14917080232896815,running
1,attr_z,4096,4,2,0.9829640357556145,0.020869677933412826,running
1,attr_z,4096,4,3,0.9836809684436324,0.021261769802831718,running
1,attr_z,4096,5,1,0.8502454862765819,0.21466473780145356,running
1,attr_z,4096,5,2,0.9701327308302152,0.05026706513932446,running
1,attr_z,4096,5,3,0.9594713459876246,0.06733950028423961,running
1,attr_z,4096,6,1,0.8801052943885547,0.2100674750414177,running
1,attr_z,4096,6,2,0.9499209042074631,0.10652072084765853,running
1,attr_z,4096,6,3,0.9331279805236135,0.13504615009859988,running
1,attr_x,4096,3,1,0.8111181152894528,0.14990150424231835,climbingup
1,attr_x,4096,3,2,0.9077845746405451,0.08062718189252284,climbingup
1,attr_x,4096,3,3,0.9454336288639691,0.04966033838786474,climbingup
1,attr_x,4096,4,1,0.7353620087287782,0.22798191012384314,climbingup
1,attr_x,4096,4,2,0.8593297320385621,0.14844876183053485,climbingup
1,attr_x,4096,4,3,0.9108961585453006,0.10031113128717323,climbingup
1,attr_x,4096,5,1,0.7094072438765792,0.2853339232275452,climbingup
1,attr_x,4096,5,2,0.8338792633837746,0.21621308993185293,climbingup
1,attr_x,4096,5,3,0.885158497710066,0.16441384125139916,climbingup
1,attr_x,4096,6,1,0.7408481663538691,0.29390815521622693,climbingup
1,attr_x,4096,6,2,0.849815785999737,0.23269516934551326,climbingup
1,attr_x,4096,6,3,0.882594971048594,0.20643581523756754,climbingup
1,attr_y,4096,3,1,0.741887322772275,0.18826215957212378,climbingup
1,attr_y,4096,3,2,0.8614279883349177,0.11368932677585952,climbingup
1,attr_y,4096,3,3,0.9141395271736452,0.07304811306095971,climbingup
1,attr_y,4096,4,1,0.6493626610597866,0.25890703088674,climbingup
1,attr_y,4096,4,2,0.8015348540781335,0.196003114118981,climbingup
1,attr_y,4096,4,3,0.8739131482734399,0.13120527604608762,climbingup
1,attr_y,4096,5,1,0.6337295280109985,0.3008926013117669,climbingup
1,attr_y,4096,5,2,0.782812034736819,0.2555105677548121,climbingup
1,attr_y,4096,5,3,0.8427636044010144,0.20711142886040665,climbingup
1,attr_y,4096,6,1,0.669333452642151,0.3142626082889439,climbingup
1,attr_y,4096,6,2,0.8182256196568477,0.2508309158030716,climbingup
1,attr_y,4096,6,3,0.8538643096187294,0.22911431863972317,climbingup
1,attr_z,4096,3,1,0.8725339830820553,0.107304360486406,climbingup
1,attr_z,4096,3,2,0.9628849003412498,0.03417940676839596,climbingup
1,attr_z,4096,3,3,0.9800090339298652,0.01897617192929936,climbingup
1,attr_z,4096,4,1,0.8160860247152923,0.18417587534837546,climbingup
1,attr_z,4096,4,2,0.9377927848835665,0.07417182698106012,climbingup
